property_type,room_type,accommodates,bathrooms,bedrooms,amenities,price,latitude,longitude,distancia_al_centro,zona,zona_0,zona_1,zona_2
House,Private room,2,1.0,1,"{""Wireless Internet"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",130,47.6044056713156,-122.305429128042,2.015355546031515,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Pets live on this property"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",155,47.6157789359681,-122.306825883428,2.178326768775312,0,True,False,False
Apartment,Shared room,2,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",79,47.6097769202009,-122.313000052482,1.4901528415436218,0,True,False,False
Apartment,Shared room,3,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in""}",60,47.6061493604614,-122.303857492276,2.123605013123146,0,True,False,False
Apartment,Entire home/apt,4,1.0,2,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",115,47.6066126108692,-122.306637889771,1.915076282775205,0,True,False,False
House,Private room,2,1.0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",60,47.6059107285537,-122.305446000548,2.0044177753699586,0,True,False,False
House,Private room,2,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",70,47.6033884404418,-122.307436968721,1.880661295908402,0,True,False,False
Apartment,Private room,2,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",80,47.6117310242863,-122.308267470097,1.8944939719820586,0,True,False,False
House,Private room,3,2.0,1,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",70,47.6111105103071,-122.311961921979,1.609565403768693,0,True,False,False
House,Private room,1,2.0,1,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",55,47.6110751272358,-122.313626719175,1.4909834627013003,0,True,False,False
House,Private room,2,1.5,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",72,47.6160021356498,-122.308060375466,2.110555496407616,0,True,False,False
House,Private room,2,1.0,1,{},67,47.6110785428473,-122.312820057223,1.547775027648135,0,True,False,False
House,Private room,2,1.5,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",70,47.6059076361375,-122.313946836111,1.365354430301603,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo}",81,47.6058745708513,-122.307930688699,1.8176925605878886,0,True,False,False
House,Private room,2,1.5,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",58,47.6168739874494,-122.303269720869,2.4711886131459755,0,True,False,False
House,Private room,2,2.0,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",58,47.6062071518449,-122.30683458,1.8997448715596168,0,True,False,False
House,Private room,1,1.0,1,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",100,47.609796500505,-122.315329683129,1.322826445256778,0,True,False,False
Loft,Entire home/apt,2,1.0,0,"{Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",110,47.6104016853994,-122.313873950929,1.4478258936076878,0,True,False,False
Townhouse,Private room,2,1.0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",75,47.6099458907713,-122.315637274428,1.3059995247132943,0,True,False,False
House,Entire home/apt,2,1.0,0,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Hot Tub"",Heating,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",124,47.6095618632331,-122.315098851961,1.331827826116847,0,True,False,False
Apartment,Entire home/apt,4,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",150,47.6115352951666,-122.314325338069,1.4621687278584388,0,True,False,False
House,Private room,2,2.0,1,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",65,47.6106556354696,-122.314072778693,1.4431279557384078,0,True,False,False
House,Entire home/apt,6,2.0,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",225,47.6029394991797,-122.308408940355,1.817932180150419,0,True,False,False
House,Private room,2,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",70,47.6100273393507,-122.304366430529,2.1282287566151292,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",105,47.6033255346938,-122.313864676658,1.4079309938709368,0,True,False,False
House,Entire home/apt,4,2.0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",158,47.6103582913418,-122.314032305181,1.4350002794370749,0,True,False,False
Townhouse,Private room,2,1.0,1,"{TV,""Wireless Internet"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",69,47.6041502715378,-122.303234485012,2.1824150776219096,0,True,False,False
Apartment,Private room,2,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",99,47.6124159291458,-122.314504012253,1.4926245477879543,0,True,False,False
House,Entire home/apt,6,1.0,2,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",165,47.6112213774844,-122.306944333883,1.9720772582456978,0,True,False,False
House,Private room,4,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",118,47.6054747944514,-122.309477508976,1.7029406959057276,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",100,47.6135009243177,-122.31275202654,1.665855379369717,0,True,False,False
House,Private room,2,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",90,47.6019224184471,-122.307978662955,1.8751093606371312,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",81,47.6132764059534,-122.31499743142,1.5074825404498435,0,True,False,False
Apartment,Entire home/apt,3,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",70,47.609104117931,-122.311149988751,1.6079713586983175,0,True,False,False
House,Private room,2,1.0,1,"{TV,""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",69,47.6118005661314,-122.314161394036,1.4855598471714555,0,True,False,False
House,Entire home/apt,4,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",90,47.6094176820891,-122.312100679842,1.545702984446889,0,True,False,False
House,Private room,2,2.0,1,"{""Wireless Internet"",Kitchen,""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",70,47.6079461534373,-122.307540233327,1.8568321699176782,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",179,47.6100893838613,-122.313680585403,1.4508736914178006,0,True,False,False
House,Private room,2,1.0,1,"{""Wireless Internet"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",105,47.6040955856621,-122.30540894196,2.0205733097274012,0,True,False,False
Townhouse,Entire home/apt,4,2.0,1,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",110,47.6110885925495,-122.31582293083,1.3391065883021709,0,True,False,False
Apartment,Entire home/apt,4,1.0,2,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",150,47.6105751054882,-122.304401301122,2.138673793899356,0,True,False,False
House,Entire home/apt,2,1.0,0,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",75,47.6100663012211,-122.304881215635,2.0912040524913245,0,True,False,False
House,Private room,2,3.0,1,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",111,47.6064609030037,-122.307478387244,1.8515586428977988,0,True,False,False
House,Private room,2,1.0,1,"{""Wireless Internet"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",108,47.6063218446013,-122.305577182982,1.9943340974854729,0,True,False,False
Apartment,Private room,2,1.0,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",82,47.6055017763765,-122.303836938886,2.1265735218035924,0,True,False,False
House,Entire home/apt,6,1.0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",115,47.6076747830368,-122.305618488641,1.9978965940230171,0,True,False,False
House,Entire home/apt,4,1.0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",220,47.6136941551237,-122.307325362557,2.040573899322329,0,True,False,False
House,Entire home/apt,6,1.0,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",114,47.6075112222705,-122.307584692735,1.8490756706211535,0,True,False,False
House,Private room,2,1.0,1,"{TV,""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",59,47.6124307310273,-122.315897398661,1.4014191179992115,0,True,False,False
House,Private room,1,1.5,1,"{""Wireless Internet"",Kitchen,Essentials}",54,47.6172252396922,-122.302636186093,2.5317420547247615,0,True,False,False
Apartment,Private room,2,1.0,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",75,47.613503031382,-122.310802628533,1.7953723805361461,0,True,False,False
Townhouse,Private room,2,1.0,1,"{Internet,""Wireless Internet"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",90,47.6158783442314,-122.307739009751,2.124280125150261,0,True,False,False
Townhouse,Entire home/apt,4,0.5,1,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace""}",95,47.6025440714638,-122.309864420486,1.720684686860778,0,True,False,False
House,Entire home/apt,6,2.0,2,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",160,47.6026001340367,-122.309514685711,1.7448081792070733,0,True,False,False
Apartment,Entire home/apt,4,1.0,2,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",175,47.6107524008053,-122.312152030235,1.5829542473212583,0,True,False,False
Apartment,Private room,1,1.0,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",37,47.6139624759284,-122.304184874135,2.2693450541755307,0,True,False,False
Apartment,Entire home/apt,3,2.0,2,"{""Wireless Internet"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",199,47.6124558656576,-122.314889414384,1.4690984570300916,0,True,False,False
Apartment,Entire home/apt,4,1.0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",200,47.6109371628888,-122.310733138737,1.6906667004521858,0,True,False,False
House,Entire home/apt,8,1.0,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",175,47.6124020072946,-122.311207150328,1.715554111400704,0,True,False,False
Apartment,Entire home/apt,4,1.0,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",120,47.6109204906873,-122.313489623218,1.4944684909285746,0,True,False,False
House,Entire home/apt,4,1.0,2,"{Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",160,47.6082037692266,-122.309995004015,1.6769405999785467,0,True,False,False
Apartment,Private room,4,2.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",125,47.6149779720095,-122.309236130056,1.9767504768147572,0,True,False,False
Apartment,Entire home/apt,4,1.0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",150,47.6037301476521,-122.313147091879,1.451346444790682,0,True,False,False
Condominium,Entire home/apt,3,1.0,1,"{""Wireless Internet"",""Free Parking on Premises"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",100,47.6128097128673,-122.309369845921,1.860312130813602,0,True,False,False
Apartment,Entire home/apt,2,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating}",90,47.6100694236031,-122.307729826773,1.882188839702264,0,True,False,False
House,Private room,2,1.0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",95,47.6101485082987,-122.309255663874,1.7728499688843118,0,True,False,False
House,Private room,2,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",92,47.6104672883972,-122.31109126428,1.6493278244348903,0,True,False,False
House,Private room,1,1.0,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer}",79,47.614168002425,-122.307466857214,2.053037073210844,0,True,False,False
House,Private room,2,1.5,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",72,47.6142285882508,-122.308381860657,1.9942027467464916,0,True,False,False
Apartment,Entire home/apt,6,1.0,2,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}",115,47.6072505286015,-122.308194638968,1.8012528674627133,0,True,False,False
House,Entire home/apt,8,3.5,4,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",270,47.6119787445596,-122.303621474496,2.235541721509557,0,True,False,False
House,Private room,2,1.0,1,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Hangers,Iron,""Laptop Friendly Workspace""}",65,47.6105639866162,-122.312911856981,1.5221284544898936,0,True,False,False
House,Entire home/apt,10,3.5,4,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",300,47.6041937318484,-122.309920112886,1.682621891439268,0,True,False,False
Townhouse,Entire home/apt,6,1.5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",122,47.602621748932,-122.30851650994,1.8174172487401383,0,True,False,False
House,Private room,2,3.0,1,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",87,47.6076188376266,-122.308324560799,1.7946334180726924,0,True,False,False
House,Entire home/apt,6,1.5,3,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",200,47.6084806764926,-122.310691473386,1.6295540460125135,0,True,False,False
House,Entire home/apt,3,1.0,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",156,47.6095188887871,-122.312703593571,1.5043570652050584,0,True,False,False
House,Private room,1,1.0,1,"{TV,""Wireless Internet"",Kitchen,Heating,Essentials}",90,47.6071210206527,-122.310462653726,1.63014972075458,0,True,False,False
Townhouse,Entire home/apt,8,3.5,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",325,47.6170403241095,-122.302806251102,2.510631288537203,0,True,False,False
House,Entire home/apt,3,1.0,1,"{Internet,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",115,47.6108943276683,-122.304480091087,2.141272531905777,0,True,False,False
Loft,Entire home/apt,10,2.5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",425,47.6023014780466,-122.30717311847,1.9238242296418422,0,True,False,False
House,Entire home/apt,2,1.0,1,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",119,47.6061364549574,-122.309032840289,1.734469786525328,0,True,False,False
House,Entire home/apt,6,2.5,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",220,47.6095962528123,-122.316437353592,1.236716500855953,0,True,False,False
Townhouse,Private room,4,1.0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer""}",85,47.6029471819502,-122.313210721827,1.465677398566254,0,True,False,False
House,Entire home/apt,4,1.0,2,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",100,47.6021645622371,-122.311882208989,1.585089713940285,0,True,False,False
House,Entire home/apt,4,1.0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",99,47.6113740376636,-122.307481213166,1.9383623144312023,0,True,False,False
